workerid	byWords	condition	item	sentence	slide_number
12	[{'region': 'The', 'correct': 'yes', 'rt': 717, 'word': 'The'}, {'region': 'casino', 'correct': 'yes', 'rt': 1254, 'word': 'casino'}, {'region': 'hired', 'correct': 'yes', 'rt': 1367, 'word': 'hired'}, {'region': 'the', 'correct': 'yes', 'rt': 895, 'word': 'the'}, {'region': 'daredevil', 'correct': 'yes', 'rt': 2237, 'word': 'daredevil'}, {'region': 'because', 'correct': 'yes', 'rt': 2441, 'word': 'because'}, {'region': 'he', 'correct': 'yes', 'rt': 1282, 'word': 'he'}, {'region': 'was', 'correct': 'yes', 'rt': 1473, 'word': 'was'}, {'region': 'confident', 'correct': 'yes', 'rt': 1266, 'word': 'confident'}, {'region': 'that', 'correct': 'yes', 'rt': 1256, 'word': 'that'}, {'region': 'everything', 'correct': 'yes', 'rt': 1408, 'word': 'everything'}, {'region': 'would', 'correct': 'yes', 'rt': 1070, 'word': 'would'}, {'region': 'go', 'correct': 'yes', 'rt': 951, 'word': 'go'}, {'region': 'according', 'correct': 'yes', 'rt': 1352, 'word': 'according'}, {'region': 'to', 'correct': 'yes', 'rt': 1045, 'word': 'to'}, {'region': 'plan.', 'correct': 'yes', 'rt': 982, 'word': 'plan.'}]	filler	Filler_41	The casino hired the daredevil because he was confident that everything would go according to plan.	21
12	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 857, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 814, 'word': 'news'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 923, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 758, 'word': 'very'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 1159, 'word': 'interesting.'}]	condition_0	Critical_1	The news was very interesting.	40
12	[{'region': 'The', 'correct': 'yes', 'rt': 678, 'word': 'The'}, {'region': 'hippies', 'correct': 'yes', 'rt': 1406, 'word': 'hippies'}, {'region': 'who', 'correct': 'yes', 'rt': 1521, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 915, 'word': 'the'}, {'region': 'police', 'correct': 'yes', 'rt': 1452, 'word': 'police'}, {'region': 'at', 'correct': 'yes', 'rt': 1797, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 958, 'word': 'the'}, {'region': 'concert', 'correct': 'yes', 'rt': 1400, 'word': 'concert'}, {'region': 'arrested', 'correct': 'yes', 'rt': 838, 'word': 'arrested'}, {'region': 'complained', 'correct': 'yes', 'rt': 1641, 'word': 'complained'}, {'region': 'to', 'correct': 'yes', 'rt': 877, 'word': 'to'}, {'region': 'the', 'correct': 'yes', 'rt': 862, 'word': 'the'}, {'region': 'officials', 'correct': 'yes', 'rt': 1415, 'word': 'officials'}, {'region': 'while', 'correct': 'yes', 'rt': 1667, 'word': 'while'}, {'region': 'the', 'correct': 'yes', 'rt': 899, 'word': 'the'}, {'region': 'last', 'correct': 'yes', 'rt': 1087, 'word': 'last'}, {'region': 'act', 'correct': 'yes', 'rt': 1562, 'word': 'act'}, {'region': 'was', 'correct': 'yes', 'rt': 714, 'word': 'was'}, {'region': 'going', 'correct': 'yes', 'rt': 1257, 'word': 'going'}, {'region': 'on', 'correct': 'yes', 'rt': 922, 'word': 'on'}, {'region': 'stage.', 'correct': 'yes', 'rt': 1330, 'word': 'stage.'}]	filler	Filler_23	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	41
12	[{'region': 'The', 'correct': 'yes', 'rt': 650, 'word': 'The'}, {'region': 'firemen', 'correct': 'yes', 'rt': 1087, 'word': 'firemen'}, {'region': 'at', 'correct': 'yes', 'rt': 901, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 753, 'word': 'the'}, {'region': 'scene', 'correct': 'yes', 'rt': 869, 'word': 'scene'}, {'region': 'apprehended', 'correct': 'yes', 'rt': 1584, 'word': 'apprehended'}, {'region': 'the', 'correct': 'yes', 'rt': 870, 'word': 'the'}, {'region': 'arsonist', 'correct': 'yes', 'rt': 1119, 'word': 'arsonist'}, {'region': 'because', 'correct': 'yes', 'rt': 2782, 'word': 'because'}, {'region': 'there', 'correct': 'yes', 'rt': 869, 'word': 'there'}, {'region': 'was', 'correct': 'yes', 'rt': 864, 'word': 'was'}, {'region': 'a', 'correct': 'yes', 'rt': 991, 'word': 'a'}, {'region': 'great', 'correct': 'yes', 'rt': 829, 'word': 'great'}, {'region': 'deal', 'correct': 'yes', 'rt': 1176, 'word': 'deal'}, {'region': 'of', 'correct': 'yes', 'rt': 727, 'word': 'of'}, {'region': 'evidence', 'correct': 'yes', 'rt': 1118, 'word': 'evidence'}, {'region': 'pointing', 'correct': 'yes', 'rt': 940, 'word': 'pointing'}, {'region': 'to', 'correct': 'yes', 'rt': 783, 'word': 'to'}, {'region': 'his', 'correct': 'yes', 'rt': 916, 'word': 'his'}, {'region': 'guilt.', 'correct': 'yes', 'rt': 1071, 'word': 'guilt.'}]	filler	Filler_6	The firemen at the scene apprehended the arsonist because there was a great deal of evidence pointing to his guilt.	42
12	[{'region': 'The', 'correct': 'yes', 'rt': 684, 'word': 'The'}, {'region': 'cartoonist', 'correct': 'yes', 'rt': 1052, 'word': 'cartoonist'}, {'region': 'who', 'correct': 'yes', 'rt': 843, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 1054, 'word': 'the'}, {'region': 'readers', 'correct': 'yes', 'rt': 1346, 'word': 'readers'}, {'region': 'supported', 'correct': 'yes', 'rt': 906, 'word': 'supported'}, {'region': 'pressured', 'correct': 'no', 'rt': 2074, 'word': 'pressured'}, {'region': 'the', 'correct': 'yes', 'rt': 980, 'word': 'the'}, {'region': 'dean', 'correct': 'yes', 'rt': 1390, 'word': 'dean'}, {'region': 'because', 'correct': 'yes', 'rt': 1215, 'word': 'because'}, {'region': 'she', 'correct': 'yes', 'rt': 1068, 'word': 'she'}, {'region': 'thought', 'correct': 'yes', 'rt': 1051, 'word': 'thought'}, {'region': 'that', 'correct': 'yes', 'rt': 1318, 'word': 'that'}, {'region': 'censorship', 'correct': 'yes', 'rt': 1299, 'word': 'censorship'}, {'region': 'was', 'correct': 'yes', 'rt': 765, 'word': 'was'}, {'region': 'never', 'correct': 'yes', 'rt': 1346, 'word': 'never'}, {'region': 'appropriate.', 'correct': 'yes', 'rt': 1925, 'word': 'appropriate.'}]	filler	Filler_43	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	43
12	[{'region': 'The', 'correct': 'yes', 'rt': 1698, 'word': 'The'}, {'region': 'biker', 'correct': 'yes', 'rt': 1288, 'word': 'biker'}, {'region': 'who', 'correct': 'yes', 'rt': 1454, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 1740, 'word': 'the'}, {'region': 'police', 'correct': 'yes', 'rt': 1153, 'word': 'police'}, {'region': 'arrested', 'correct': 'yes', 'rt': 1198, 'word': 'arrested'}, {'region': 'ran', 'correct': 'yes', 'rt': 1441, 'word': 'ran'}, {'region': 'a', 'correct': 'yes', 'rt': 1308, 'word': 'a'}, {'region': 'light', 'correct': 'yes', 'rt': 1360, 'word': 'light'}, {'region': 'since', 'correct': 'yes', 'rt': 2093, 'word': 'since'}, {'region': 'he', 'correct': 'yes', 'rt': 2175, 'word': 'he'}, {'region': 'was', 'correct': 'yes', 'rt': 1227, 'word': 'was'}, {'region': 'driving', 'correct': 'yes', 'rt': 1222, 'word': 'driving'}, {'region': 'under', 'correct': 'yes', 'rt': 1690, 'word': 'under'}, {'region': 'the', 'correct': 'yes', 'rt': 979, 'word': 'the'}, {'region': 'influence', 'correct': 'yes', 'rt': 952, 'word': 'influence'}, {'region': 'of', 'correct': 'yes', 'rt': 1125, 'word': 'of'}, {'region': 'alcohol.', 'correct': 'yes', 'rt': 875, 'word': 'alcohol.'}]	filler	Filler_46	The biker who the police arrested ran a light since he was driving under the influence of alcohol.	9
12	[{'region': 'During', 'correct': 'yes', 'rt': 984, 'word': 'During'}, {'region': 'the', 'correct': 'yes', 'rt': 1206, 'word': 'the'}, {'region': 'party', 'correct': 'yes', 'rt': 1418, 'word': 'party'}, {'region': 'everybody', 'correct': 'yes', 'rt': 1389, 'word': 'everybody'}, {'region': 'was', 'correct': 'yes', 'rt': 1301, 'word': 'was'}, {'region': 'dancing', 'correct': 'yes', 'rt': 916, 'word': 'dancing'}, {'region': 'to', 'correct': 'yes', 'rt': 1256, 'word': 'to'}, {'region': 'rock', 'correct': 'yes', 'rt': 1399, 'word': 'rock'}, {'region': 'music.', 'correct': 'yes', 'rt': 1043, 'word': 'music.'}]	filler	Filler_38	During the party everybody was dancing to rock music.	13
12	[{'region': 'The', 'correct': 'yes', 'rt': 937, 'word': 'The'}, {'region': 'administrator', 'correct': 'yes', 'rt': 982, 'word': 'administrator'}, {'region': 'who', 'correct': 'no', 'rt': 892, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 1192, 'word': 'the'}, {'region': 'nurse', 'correct': 'yes', 'rt': 1205, 'word': 'nurse'}, {'region': 'from', 'correct': 'yes', 'rt': 1187, 'word': 'from'}, {'region': 'the', 'correct': 'yes', 'rt': 980, 'word': 'the'}, {'region': 'clinic', 'correct': 'yes', 'rt': 1085, 'word': 'clinic'}, {'region': 'supervised', 'correct': 'yes', 'rt': 1501, 'word': 'supervised'}, {'region': 'scolded', 'correct': 'yes', 'rt': 1213, 'word': 'scolded'}, {'region': 'the', 'correct': 'yes', 'rt': 905, 'word': 'the'}, {'region': 'medic', 'correct': 'yes', 'rt': 1134, 'word': 'medic'}, {'region': 'while', 'correct': 'yes', 'rt': 989, 'word': 'while'}, {'region': 'a', 'correct': 'yes', 'rt': 910, 'word': 'a'}, {'region': 'patient', 'correct': 'yes', 'rt': 872, 'word': 'patient'}, {'region': 'was', 'correct': 'yes', 'rt': 855, 'word': 'was'}, {'region': 'brought', 'correct': 'yes', 'rt': 945, 'word': 'brought'}, {'region': 'into', 'correct': 'yes', 'rt': 973, 'word': 'into'}, {'region': 'the', 'correct': 'yes', 'rt': 875, 'word': 'the'}, {'region': 'emergency', 'correct': 'yes', 'rt': 1513, 'word': 'emergency'}, {'region': 'room.', 'correct': 'yes', 'rt': 879, 'word': 'room.'}]	filler	Filler_26	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	37
12	[{'region': 'The', 'correct': 'yes', 'rt': 667, 'word': 'The'}, {'region': 'quarterback', 'correct': 'yes', 'rt': 991, 'word': 'quarterback'}, {'region': 'dated', 'correct': 'yes', 'rt': 1022, 'word': 'dated'}, {'region': 'the', 'correct': 'yes', 'rt': 1555, 'word': 'the'}, {'region': 'cheerleader', 'correct': 'yes', 'rt': 1043, 'word': 'cheerleader'}, {'region': 'although', 'correct': 'yes', 'rt': 958, 'word': 'although'}, {'region': 'this', 'correct': 'yes', 'rt': 966, 'word': 'this'}, {'region': 'hurt', 'correct': 'yes', 'rt': 1215, 'word': 'hurt'}, {'region': 'her', 'correct': 'yes', 'rt': 1524, 'word': 'her'}, {'region': 'reputation', 'correct': 'yes', 'rt': 1806, 'word': 'reputation'}, {'region': 'around', 'correct': 'yes', 'rt': 1140, 'word': 'around'}, {'region': 'school.', 'correct': 'yes', 'rt': 993, 'word': 'school.'}]	filler	Filler_10	The quarterback dated the cheerleader although this hurt her reputation around school.	46
12	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1290, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 984, 'word': 'fact'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 898, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'no', 'rt': 1229, 'word': 'disconcerting.'}]	condition_0	Critical_5	The fact was disconcerting.	47
12	[{'region': 'The', 'correct': 'yes', 'rt': 1263, 'word': 'The'}, {'region': 'mathematician', 'correct': 'yes', 'rt': 1484, 'word': 'mathematician'}, {'region': 'at', 'correct': 'yes', 'rt': 1028, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 951, 'word': 'the'}, {'region': 'banquet', 'correct': 'yes', 'rt': 1401, 'word': 'banquet'}, {'region': 'baffled', 'correct': 'yes', 'rt': 1469, 'word': 'baffled'}, {'region': 'the', 'correct': 'yes', 'rt': 870, 'word': 'the'}, {'region': 'philosopher', 'correct': 'yes', 'rt': 1695, 'word': 'philosopher'}, {'region': 'although', 'correct': 'yes', 'rt': 1171, 'word': 'although'}, {'region': 'she', 'correct': 'yes', 'rt': 1161, 'word': 'she'}, {'region': 'rarely', 'correct': 'yes', 'rt': 864, 'word': 'rarely'}, {'region': 'needed', 'correct': 'yes', 'rt': 973, 'word': 'needed'}, {'region': 'anyone', 'correct': 'yes', 'rt': 1513, 'word': 'anyone'}, {'region': "else's", 'correct': 'yes', 'rt': 1044, 'word': "else's"}, {'region': 'help.', 'correct': 'yes', 'rt': 942, 'word': 'help.'}]	filler	Filler_1	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	19
12	[{'region': 'The', 'correct': 'yes', 'rt': 857, 'word': 'The'}, {'region': 'trainee', 'correct': 'yes', 'rt': 1699, 'word': 'trainee'}, {'region': 'knew', 'correct': 'yes', 'rt': 1599, 'word': 'knew'}, {'region': 'that', 'correct': 'yes', 'rt': 1100, 'word': 'that'}, {'region': 'the', 'correct': 'yes', 'rt': 878, 'word': 'the'}, {'region': 'task', 'correct': 'yes', 'rt': 1209, 'word': 'task'}, {'region': 'which', 'correct': 'yes', 'rt': 1055, 'word': 'which'}, {'region': 'the', 'correct': 'yes', 'rt': 855, 'word': 'the'}, {'region': 'director', 'correct': 'yes', 'rt': 982, 'word': 'director'}, {'region': 'had', 'correct': 'yes', 'rt': 946, 'word': 'had'}, {'region': 'set', 'correct': 'yes', 'rt': 931, 'word': 'set'}, {'region': 'for', 'correct': 'yes', 'rt': 1045, 'word': 'for'}, {'region': 'him', 'correct': 'yes', 'rt': 1102, 'word': 'him'}, {'region': 'was', 'correct': 'yes', 'rt': 1062, 'word': 'was'}, {'region': 'impossible', 'correct': 'yes', 'rt': 1650, 'word': 'impossible'}, {'region': 'to', 'correct': 'yes', 'rt': 1010, 'word': 'to'}, {'region': 'finish', 'correct': 'yes', 'rt': 1081, 'word': 'finish'}, {'region': 'within', 'correct': 'yes', 'rt': 1095, 'word': 'within'}, {'region': 'a', 'correct': 'no', 'rt': 1004, 'word': 'a'}, {'region': 'week.', 'correct': 'yes', 'rt': 1771, 'word': 'week.'}]	filler	Filler_25	The trainee knew that the task which the director had set for him was impossible to finish within a week.	8
12	[{'region': 'The', 'correct': 'yes', 'rt': 1170, 'word': 'The'}, {'region': 'environmentalist', 'correct': 'yes', 'rt': 1630, 'word': 'environmentalist'}, {'region': 'who', 'correct': 'yes', 'rt': 1480, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 1318, 'word': 'the'}, {'region': 'demonstrators', 'correct': 'yes', 'rt': 1839, 'word': 'demonstrators'}, {'region': 'at', 'correct': 'yes', 'rt': 2498, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 1921, 'word': 'the'}, {'region': 'rally', 'correct': 'yes', 'rt': 4230, 'word': 'rally'}, {'region': 'supported', 'correct': 'yes', 'rt': 1118, 'word': 'supported'}, {'region': 'calmed', 'correct': 'yes', 'rt': 1864, 'word': 'calmed'}, {'region': 'the', 'correct': 'yes', 'rt': 1520, 'word': 'the'}, {'region': 'crowd', 'correct': 'yes', 'rt': 1172, 'word': 'crowd'}, {'region': 'until', 'correct': 'yes', 'rt': 1734, 'word': 'until'}, {'region': 'security', 'correct': 'yes', 'rt': 1105, 'word': 'security'}, {'region': 'came', 'correct': 'yes', 'rt': 1069, 'word': 'came'}, {'region': 'and', 'correct': 'yes', 'rt': 1037, 'word': 'and'}, {'region': 'sent', 'correct': 'yes', 'rt': 1377, 'word': 'sent'}, {'region': 'everyone', 'correct': 'yes', 'rt': 1035, 'word': 'everyone'}, {'region': 'home.', 'correct': 'yes', 'rt': 1046, 'word': 'home.'}]	filler	Filler_49	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	11
12	[{'region': 'The', 'correct': 'yes', 'rt': 704, 'word': 'The'}, {'region': 'defender', 'correct': 'yes', 'rt': 1259, 'word': 'defender'}, {'region': 'is', 'correct': 'yes', 'rt': 1150, 'word': 'is'}, {'region': 'constantly', 'correct': 'yes', 'rt': 1652, 'word': 'constantly'}, {'region': 'scolding', 'correct': 'yes', 'rt': 1991, 'word': 'scolding'}, {'region': 'the', 'correct': 'yes', 'rt': 1043, 'word': 'the'}, {'region': 'keeper.', 'correct': 'yes', 'rt': 2423, 'word': 'keeper.'}]	filler	Filler_22	The defender is constantly scolding the keeper.	25
12	[{'region': 'The', 'correct': 'yes', 'rt': 2628, 'word': 'The'}, {'region': 'surgeon', 'correct': 'yes', 'rt': 1249, 'word': 'surgeon'}, {'region': 'who', 'correct': 'yes', 'rt': 1190, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 988, 'word': 'the'}, {'region': 'detective', 'correct': 'yes', 'rt': 894, 'word': 'detective'}, {'region': 'who', 'correct': 'yes', 'rt': 2073, 'word': 'who'}, {'region': 'was', 'correct': 'yes', 'rt': 1719, 'word': 'was'}, {'region': 'on', 'correct': 'yes', 'rt': 1942, 'word': 'on'}, {'region': 'the', 'correct': 'yes', 'rt': 1115, 'word': 'the'}, {'region': 'case', 'correct': 'yes', 'rt': 1187, 'word': 'case'}, {'region': 'consulted', 'correct': 'yes', 'rt': 1098, 'word': 'consulted'}, {'region': 'questioned', 'correct': 'no', 'rt': 1680, 'word': 'questioned'}, {'region': 'the', 'correct': 'no', 'rt': 1032, 'word': 'the'}, {'region': 'coroner', 'correct': 'no', 'rt': 1500, 'word': 'coroner'}, {'region': 'because', 'correct': 'yes', 'rt': 1093, 'word': 'because'}, {'region': 'the', 'correct': 'yes', 'rt': 1055, 'word': 'the'}, {'region': 'markings', 'correct': 'yes', 'rt': 1207, 'word': 'markings'}, {'region': 'on', 'correct': 'yes', 'rt': 1613, 'word': 'on'}, {'region': 'the', 'correct': 'yes', 'rt': 1279, 'word': 'the'}, {'region': 'body', 'correct': 'yes', 'rt': 926, 'word': 'body'}, {'region': 'were', 'correct': 'yes', 'rt': 1067, 'word': 'were'}, {'region': 'difficult', 'correct': 'yes', 'rt': 1332, 'word': 'difficult'}, {'region': 'to', 'correct': 'yes', 'rt': 1247, 'word': 'to'}, {'region': 'explain.', 'correct': 'yes', 'rt': 1246, 'word': 'explain.'}]	filler	Filler_36	The surgeon who the detective who was on the case consulted questioned the coroner because the markings on the body were difficult to explain.	27
12	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 771, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1753, 'word': 'guess'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 1373, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 1345, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 1086, 'word': 'surgeon'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 2343, 'word': 'shocked'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 933, 'word': 'his'}, {'region': 'REGION_2_2', 'correct': 'yes', 'rt': 1736, 'word': 'colleagues'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 932, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1879, 'word': 'ridiculous.'}]	condition_2	Critical_8	The guess that the surgeon shocked his colleagues was ridiculous.	31
12	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1160, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1584, 'word': 'disclosure'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 905, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 954, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 885, 'word': 'consultant'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 2497, 'word': 'surprised'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 957, 'word': 'the'}, {'region': 'REGION_2_2', 'correct': 'no', 'rt': 2024, 'word': 'janitor'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1661, 'word': 'shocked'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1071, 'word': 'everyone.'}]	condition_2	Critical_3	The disclosure that the consultant surprised the janitor shocked everyone.	36
12	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1918, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1009, 'word': 'truth'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1001, 'word': 'did'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1338, 'word': 'not'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 1074, 'word': 'bother'}, {'region': 'REGION_3_3', 'correct': 'yes', 'rt': 1068, 'word': 'the'}, {'region': 'REGION_3_4', 'correct': 'yes', 'rt': 857, 'word': 'farmer.'}]	condition_0	Critical_0	The truth did not bother the farmer.	38
12	[{'region': 'The', 'correct': 'yes', 'rt': 652, 'word': 'The'}, {'region': 'fans', 'correct': 'yes', 'rt': 1141, 'word': 'fans'}, {'region': 'at', 'correct': 'yes', 'rt': 865, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 776, 'word': 'the'}, {'region': 'concert', 'correct': 'yes', 'rt': 872, 'word': 'concert'}, {'region': 'loved', 'correct': 'yes', 'rt': 949, 'word': 'loved'}, {'region': 'the', 'correct': 'yes', 'rt': 870, 'word': 'the'}, {'region': 'guitarist', 'correct': 'yes', 'rt': 982, 'word': 'guitarist'}, {'region': 'because', 'correct': 'yes', 'rt': 721, 'word': 'because'}, {'region': 'he', 'correct': 'no', 'rt': 1179, 'word': 'he'}, {'region': 'played', 'correct': 'yes', 'rt': 1313, 'word': 'played'}, {'region': 'with', 'correct': 'yes', 'rt': 1281, 'word': 'with'}, {'region': 'so', 'correct': 'no', 'rt': 1898, 'word': 'so'}, {'region': 'much', 'correct': 'yes', 'rt': 1135, 'word': 'much'}, {'region': 'energy.', 'correct': 'yes', 'rt': 1324, 'word': 'energy.'}]	filler	Filler_39	The fans at the concert loved the guitarist because he played with so much energy.	49
13	[{'region': 'The', 'correct': 'yes', 'rt': 818, 'word': 'The'}, {'region': 'therapist', 'correct': 'yes', 'rt': 1496, 'word': 'therapist'}, {'region': 'set', 'correct': 'yes', 'rt': 1177, 'word': 'set'}, {'region': 'up', 'correct': 'yes', 'rt': 935, 'word': 'up'}, {'region': 'a', 'correct': 'yes', 'rt': 808, 'word': 'a'}, {'region': 'meeting', 'correct': 'yes', 'rt': 1029, 'word': 'meeting'}, {'region': 'with', 'correct': 'yes', 'rt': 851, 'word': 'with'}, {'region': 'the', 'correct': 'yes', 'rt': 809, 'word': 'the'}, {'region': 'upset', 'correct': 'no', 'rt': 3649, 'word': 'upset'}, {'region': 'woman', 'correct': 'yes', 'rt': 1525, 'word': 'woman'}, {'region': 'and', 'correct': 'yes', 'rt': 1356, 'word': 'and'}, {'region': 'her', 'correct': 'yes', 'rt': 1124, 'word': 'her'}, {'region': 'husband', 'correct': 'yes', 'rt': 946, 'word': 'husband'}, {'region': 'yesterday.', 'correct': 'yes', 'rt': 1366, 'word': 'yesterday.'}]	filler	Practice_3	The therapist set up a meeting with the upset woman and her husband yesterday.	6
13	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 862, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1125, 'word': 'complaint'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1282, 'word': 'shocked'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1650, 'word': 'everyone.'}]	condition_0	Critical_3	The complaint shocked everyone.	24
13	[{'region': 'The', 'correct': 'yes', 'rt': 620, 'word': 'The'}, {'region': 'casino', 'correct': 'yes', 'rt': 1062, 'word': 'casino'}, {'region': 'hired', 'correct': 'yes', 'rt': 1388, 'word': 'hired'}, {'region': 'the', 'correct': 'yes', 'rt': 755, 'word': 'the'}, {'region': 'daredevil', 'correct': 'yes', 'rt': 1397, 'word': 'daredevil'}, {'region': 'because', 'correct': 'yes', 'rt': 1104, 'word': 'because'}, {'region': 'he', 'correct': 'yes', 'rt': 652, 'word': 'he'}, {'region': 'was', 'correct': 'yes', 'rt': 746, 'word': 'was'}, {'region': 'confident', 'correct': 'yes', 'rt': 924, 'word': 'confident'}, {'region': 'that', 'correct': 'yes', 'rt': 703, 'word': 'that'}, {'region': 'everything', 'correct': 'yes', 'rt': 1473, 'word': 'everything'}, {'region': 'would', 'correct': 'yes', 'rt': 661, 'word': 'would'}, {'region': 'go', 'correct': 'yes', 'rt': 728, 'word': 'go'}, {'region': 'according', 'correct': 'yes', 'rt': 957, 'word': 'according'}, {'region': 'to', 'correct': 'yes', 'rt': 640, 'word': 'to'}, {'region': 'plan.', 'correct': 'yes', 'rt': 746, 'word': 'plan.'}]	filler	Filler_41	The casino hired the daredevil because he was confident that everything would go according to plan.	11
13	[{'region': 'The', 'correct': 'yes', 'rt': 687, 'word': 'The'}, {'region': 'citizens', 'correct': 'yes', 'rt': 1033, 'word': 'citizens'}, {'region': 'of', 'correct': 'yes', 'rt': 725, 'word': 'of'}, {'region': 'France', 'correct': 'yes', 'rt': 855, 'word': 'France'}, {'region': 'eat', 'correct': 'yes', 'rt': 728, 'word': 'eat'}, {'region': 'oysters.', 'correct': 'yes', 'rt': 1061, 'word': 'oysters.'}]	filler	Filler_11	The citizens of France eat oysters.	15
13	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 579, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1064, 'word': 'insinuation'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 609, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1010, 'word': 'unnerving.'}]	condition_0	Critical_9	The insinuation was unnerving.	32
13	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 688, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1145, 'word': 'assurance'}, {'region': 'REGION_3_0', 'correct': 'no', 'rt': 978, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1364, 'word': 'gaining'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 950, 'word': 'traction.'}]	condition_0	Critical_2	The assurance was gaining traction.	39
13	[{'region': 'The', 'correct': 'yes', 'rt': 2450, 'word': 'The'}, {'region': 'mother', 'correct': 'yes', 'rt': 1450, 'word': 'mother'}, {'region': 'of', 'correct': 'yes', 'rt': 1377, 'word': 'of'}, {'region': 'the', 'correct': 'yes', 'rt': 823, 'word': 'the'}, {'region': 'prisoner', 'correct': 'yes', 'rt': 1419, 'word': 'prisoner'}, {'region': 'sent', 'correct': 'yes', 'rt': 1250, 'word': 'sent'}, {'region': 'him', 'correct': 'yes', 'rt': 1251, 'word': 'him'}, {'region': 'packages', 'correct': 'yes', 'rt': 1040, 'word': 'packages'}, {'region': 'that', 'correct': 'yes', 'rt': 914, 'word': 'that'}, {'region': 'contained', 'correct': 'yes', 'rt': 851, 'word': 'contained'}, {'region': 'cookies', 'correct': 'yes', 'rt': 1209, 'word': 'cookies'}, {'region': 'and', 'correct': 'yes', 'rt': 1107, 'word': 'and'}, {'region': 'novels.', 'correct': 'yes', 'rt': 2064, 'word': 'novels.'}]	filler	Practice_1	The mother of the prisoner sent him packages that contained cookies and novels.	5
