workerid	byWords	condition	item	sentence	slide_number
0	[{'region': 'The', 'correct': 'yes', 'rt': 666, 'word': 'The'}, {'region': 'reporter', 'correct': 'yes', 'rt': 1570, 'word': 'reporter'}, {'region': 'had', 'correct': 'yes', 'rt': 842, 'word': 'had'}, {'region': 'dinner', 'correct': 'yes', 'rt': 1286, 'word': 'dinner'}, {'region': 'yesterday', 'correct': 'yes', 'rt': 849, 'word': 'yesterday'}, {'region': 'with', 'correct': 'yes', 'rt': 619, 'word': 'with'}, {'region': 'the', 'correct': 'yes', 'rt': 649, 'word': 'the'}, {'region': 'baseball', 'correct': 'yes', 'rt': 2416, 'word': 'baseball'}, {'region': 'player', 'correct': 'yes', 'rt': 1039, 'word': 'player'}, {'region': 'who', 'correct': 'yes', 'rt': 755, 'word': 'who'}, {'region': 'Kevin', 'correct': 'yes', 'rt': 3467, 'word': 'Kevin'}, {'region': 'admired.', 'correct': 'yes', 'rt': 1476, 'word': 'admired.'}]	filler	Practice_2	The reporter had dinner yesterday with the baseball player who Kevin admired.	6
0	[{'region': 'The', 'correct': 'yes', 'rt': 638, 'word': 'The'}, {'region': 'administrator', 'correct': 'yes', 'rt': 854, 'word': 'administrator'}, {'region': 'who', 'correct': 'yes', 'rt': 872, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 845, 'word': 'the'}, {'region': 'nurse', 'correct': 'yes', 'rt': 618, 'word': 'nurse'}, {'region': 'from', 'correct': 'yes', 'rt': 897, 'word': 'from'}, {'region': 'the', 'correct': 'yes', 'rt': 610, 'word': 'the'}, {'region': 'clinic', 'correct': 'yes', 'rt': 1035, 'word': 'clinic'}, {'region': 'supervised', 'correct': 'yes', 'rt': 1184, 'word': 'supervised'}, {'region': 'scolded', 'correct': 'yes', 'rt': 874, 'word': 'scolded'}, {'region': 'the', 'correct': 'yes', 'rt': 767, 'word': 'the'}, {'region': 'medic', 'correct': 'yes', 'rt': 883, 'word': 'medic'}, {'region': 'while', 'correct': 'yes', 'rt': 705, 'word': 'while'}, {'region': 'a', 'correct': 'yes', 'rt': 553, 'word': 'a'}, {'region': 'patient', 'correct': 'yes', 'rt': 768, 'word': 'patient'}, {'region': 'was', 'correct': 'yes', 'rt': 500, 'word': 'was'}, {'region': 'brought', 'correct': 'yes', 'rt': 1367, 'word': 'brought'}, {'region': 'into', 'correct': 'yes', 'rt': 712, 'word': 'into'}, {'region': 'the', 'correct': 'yes', 'rt': 1051, 'word': 'the'}, {'region': 'emergency', 'correct': 'yes', 'rt': 659, 'word': 'emergency'}, {'region': 'room.', 'correct': 'yes', 'rt': 665, 'word': 'room.'}]	filler	Filler_26	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	12
0	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 561, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 915, 'word': 'complaint'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 698, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 802, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 1220, 'word': 'preacher'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 701, 'word': 'was'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 1161, 'word': 'idiotic'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1140, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1849, 'word': 'gaining'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 944, 'word': 'traction.'}]	condition_2	Critical_3	The complaint that the preacher was idiotic was gaining traction.	15
0	[{'region': 'The', 'correct': 'yes', 'rt': 512, 'word': 'The'}, {'region': 'defender', 'correct': 'yes', 'rt': 1196, 'word': 'defender'}, {'region': 'is', 'correct': 'no', 'rt': 553, 'word': 'is'}, {'region': 'constantly', 'correct': 'yes', 'rt': 1045, 'word': 'constantly'}, {'region': 'scolding', 'correct': 'yes', 'rt': 916, 'word': 'scolding'}, {'region': 'the', 'correct': 'yes', 'rt': 670, 'word': 'the'}, {'region': 'keeper.', 'correct': 'yes', 'rt': 646, 'word': 'keeper.'}]	filler	Filler_22	The defender is constantly scolding the keeper.	22
0	[{'region': 'The', 'correct': 'yes', 'rt': 467, 'word': 'The'}, {'region': 'technician', 'correct': 'yes', 'rt': 950, 'word': 'technician'}, {'region': 'at', 'correct': 'yes', 'rt': 956, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 753, 'word': 'the'}, {'region': 'show', 'correct': 'yes', 'rt': 824, 'word': 'show'}, {'region': 'repaired', 'correct': 'yes', 'rt': 1002, 'word': 'repaired'}, {'region': 'the', 'correct': 'yes', 'rt': 583, 'word': 'the'}, {'region': 'robot', 'correct': 'yes', 'rt': 888, 'word': 'robot'}, {'region': 'while', 'correct': 'yes', 'rt': 1024, 'word': 'while'}, {'region': 'people', 'correct': 'yes', 'rt': 1187, 'word': 'people'}, {'region': 'were', 'correct': 'yes', 'rt': 931, 'word': 'were'}, {'region': 'taking', 'correct': 'yes', 'rt': 1327, 'word': 'taking'}, {'region': 'a', 'correct': 'yes', 'rt': 1080, 'word': 'a'}, {'region': 'break', 'correct': 'yes', 'rt': 1044, 'word': 'break'}, {'region': 'for', 'correct': 'yes', 'rt': 911, 'word': 'for'}, {'region': 'coffee.', 'correct': 'yes', 'rt': 1003, 'word': 'coffee.'}]	filler	Filler_30	The technician at the show repaired the robot while people were taking a break for coffee.	26
0	[{'region': 'The', 'correct': 'yes', 'rt': 437, 'word': 'The'}, {'region': 'spider', 'correct': 'yes', 'rt': 816, 'word': 'spider'}, {'region': 'that', 'correct': 'yes', 'rt': 724, 'word': 'that'}, {'region': 'the', 'correct': 'yes', 'rt': 619, 'word': 'the'}, {'region': 'boy', 'correct': 'yes', 'rt': 797, 'word': 'boy'}, {'region': 'who', 'correct': 'yes', 'rt': 1090, 'word': 'who'}, {'region': 'was', 'correct': 'yes', 'rt': 565, 'word': 'was'}, {'region': 'in', 'correct': 'yes', 'rt': 695, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 490, 'word': 'the'}, {'region': 'yard', 'correct': 'yes', 'rt': 780, 'word': 'yard'}, {'region': 'captured', 'correct': 'yes', 'rt': 886, 'word': 'captured'}, {'region': 'scared', 'correct': 'yes', 'rt': 1501, 'word': 'scared'}, {'region': 'the', 'correct': 'yes', 'rt': 617, 'word': 'the'}, {'region': 'dog', 'correct': 'yes', 'rt': 1146, 'word': 'dog'}, {'region': 'since', 'correct': 'yes', 'rt': 976, 'word': 'since'}, {'region': 'it', 'correct': 'yes', 'rt': 642, 'word': 'it'}, {'region': 'was', 'correct': 'yes', 'rt': 898, 'word': 'was'}, {'region': 'larger', 'correct': 'yes', 'rt': 1173, 'word': 'larger'}, {'region': 'than', 'correct': 'yes', 'rt': 695, 'word': 'than'}, {'region': 'the', 'correct': 'yes', 'rt': 848, 'word': 'the'}, {'region': 'average', 'correct': 'yes', 'rt': 1270, 'word': 'average'}, {'region': 'spider.', 'correct': 'yes', 'rt': 695, 'word': 'spider.'}]	filler	Filler_17	The spider that the boy who was in the yard captured scared the dog since it was larger than the average spider.	36
0	[{'region': 'The', 'correct': 'yes', 'rt': 647, 'word': 'The'}, {'region': 'roommate', 'correct': 'yes', 'rt': 1371, 'word': 'roommate'}, {'region': 'takes', 'correct': 'yes', 'rt': 720, 'word': 'takes'}, {'region': 'out', 'correct': 'yes', 'rt': 1546, 'word': 'out'}, {'region': 'the', 'correct': 'yes', 'rt': 426, 'word': 'the'}, {'region': 'garbage', 'correct': 'yes', 'rt': 621, 'word': 'garbage'}, {'region': 'every', 'correct': 'yes', 'rt': 784, 'word': 'every'}, {'region': 'week.', 'correct': 'yes', 'rt': 821, 'word': 'week.'}]	filler	Filler_3	The roommate takes out the garbage every week.	40
0	[{'region': 'The', 'correct': 'yes', 'rt': 624, 'word': 'The'}, {'region': 'woman', 'correct': 'yes', 'rt': 944, 'word': 'woman'}, {'region': 'who', 'correct': 'yes', 'rt': 460, 'word': 'who'}, {'region': 'was', 'correct': 'yes', 'rt': 768, 'word': 'was'}, {'region': 'in', 'correct': 'yes', 'rt': 654, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 626, 'word': 'the'}, {'region': 'apartment', 'correct': 'yes', 'rt': 803, 'word': 'apartment'}, {'region': 'hired', 'correct': 'yes', 'rt': 1207, 'word': 'hired'}, {'region': 'the', 'correct': 'yes', 'rt': 512, 'word': 'the'}, {'region': 'plumber', 'correct': 'yes', 'rt': 779, 'word': 'plumber'}, {'region': 'despite', 'correct': 'yes', 'rt': 1116, 'word': 'despite'}, {'region': 'the', 'correct': 'yes', 'rt': 590, 'word': 'the'}, {'region': 'fact', 'correct': 'yes', 'rt': 1173, 'word': 'fact'}, {'region': 'that', 'correct': 'yes', 'rt': 737, 'word': 'that'}, {'region': 'he', 'correct': 'yes', 'rt': 719, 'word': 'he'}, {'region': "couldn't", 'correct': 'yes', 'rt': 1109, 'word': "couldn't"}, {'region': 'fix', 'correct': 'yes', 'rt': 993, 'word': 'fix'}, {'region': 'the', 'correct': 'yes', 'rt': 686, 'word': 'the'}, {'region': 'toilet.', 'correct': 'yes', 'rt': 873, 'word': 'toilet.'}]	filler	Filler_34	The woman who was in the apartment hired the plumber despite the fact that he couldn't fix the toilet.	46
0	[{'region': 'The', 'correct': 'yes', 'rt': 427, 'word': 'The'}, {'region': 'audience', 'correct': 'yes', 'rt': 1478, 'word': 'audience'}, {'region': 'who', 'correct': 'yes', 'rt': 516, 'word': 'who'}, {'region': 'was', 'correct': 'yes', 'rt': 731, 'word': 'was'}, {'region': 'at', 'correct': 'yes', 'rt': 538, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 752, 'word': 'the'}, {'region': 'club', 'correct': 'yes', 'rt': 786, 'word': 'club'}, {'region': 'booed', 'correct': 'yes', 'rt': 853, 'word': 'booed'}, {'region': 'the', 'correct': 'yes', 'rt': 444, 'word': 'the'}, {'region': 'singer', 'correct': 'yes', 'rt': 891, 'word': 'singer'}, {'region': 'before', 'correct': 'yes', 'rt': 596, 'word': 'before'}, {'region': 'the', 'correct': 'yes', 'rt': 730, 'word': 'the'}, {'region': 'owner', 'correct': 'yes', 'rt': 840, 'word': 'owner'}, {'region': 'of', 'correct': 'yes', 'rt': 708, 'word': 'of'}, {'region': 'the', 'correct': 'yes', 'rt': 544, 'word': 'the'}, {'region': 'bar', 'correct': 'yes', 'rt': 851, 'word': 'bar'}, {'region': 'could', 'correct': 'yes', 'rt': 592, 'word': 'could'}, {'region': 'remove', 'correct': 'yes', 'rt': 1070, 'word': 'remove'}, {'region': 'him', 'correct': 'yes', 'rt': 1033, 'word': 'him'}, {'region': 'from', 'correct': 'yes', 'rt': 718, 'word': 'from'}, {'region': 'the', 'correct': 'yes', 'rt': 608, 'word': 'the'}, {'region': 'stage.', 'correct': 'yes', 'rt': 999, 'word': 'stage.'}]	filler	Filler_21	The audience who was at the club booed the singer before the owner of the bar could remove him from the stage.	38
0	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 518, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1096, 'word': 'impression'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 664, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 983, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 1444, 'word': 'trader'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 1350, 'word': 'hurt'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 673, 'word': 'him'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 681, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1322, 'word': 'unnerving.'}]	condition_2	Critical_0	The impression that the trader hurt him was unnerving.	43
0	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 742, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1374, 'word': 'belief'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 703, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1358, 'word': 'very'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 1350, 'word': 'believable.'}]	condition_0	Critical_6	The belief was very believable.	9
0	[{'region': 'The', 'correct': 'yes', 'rt': 548, 'word': 'The'}, {'region': 'biker', 'correct': 'yes', 'rt': 861, 'word': 'biker'}, {'region': 'who', 'correct': 'yes', 'rt': 606, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 685, 'word': 'the'}, {'region': 'police', 'correct': 'yes', 'rt': 704, 'word': 'police'}, {'region': 'arrested', 'correct': 'yes', 'rt': 857, 'word': 'arrested'}, {'region': 'ran', 'correct': 'yes', 'rt': 767, 'word': 'ran'}, {'region': 'a', 'correct': 'yes', 'rt': 638, 'word': 'a'}, {'region': 'light', 'correct': 'yes', 'rt': 1173, 'word': 'light'}, {'region': 'since', 'correct': 'yes', 'rt': 1286, 'word': 'since'}, {'region': 'he', 'correct': 'yes', 'rt': 1202, 'word': 'he'}, {'region': 'was', 'correct': 'yes', 'rt': 553, 'word': 'was'}, {'region': 'driving', 'correct': 'yes', 'rt': 926, 'word': 'driving'}, {'region': 'under', 'correct': 'yes', 'rt': 721, 'word': 'under'}, {'region': 'the', 'correct': 'yes', 'rt': 607, 'word': 'the'}, {'region': 'influence', 'correct': 'yes', 'rt': 681, 'word': 'influence'}, {'region': 'of', 'correct': 'yes', 'rt': 931, 'word': 'of'}, {'region': 'alcohol.', 'correct': 'yes', 'rt': 736, 'word': 'alcohol.'}]	filler	Filler_46	The biker who the police arrested ran a light since he was driving under the influence of alcohol.	20
0	[{'region': 'The', 'correct': 'yes', 'rt': 407, 'word': 'The'}, {'region': 'intern', 'correct': 'yes', 'rt': 879, 'word': 'intern'}, {'region': 'comforted', 'correct': 'yes', 'rt': 973, 'word': 'comforted'}, {'region': 'the', 'correct': 'yes', 'rt': 722, 'word': 'the'}, {'region': 'patient', 'correct': 'yes', 'rt': 860, 'word': 'patient'}, {'region': 'because', 'correct': 'yes', 'rt': 758, 'word': 'because'}, {'region': 'he', 'correct': 'yes', 'rt': 647, 'word': 'he'}, {'region': 'was', 'correct': 'yes', 'rt': 567, 'word': 'was'}, {'region': 'in', 'correct': 'yes', 'rt': 548, 'word': 'in'}, {'region': 'great', 'correct': 'yes', 'rt': 1360, 'word': 'great'}, {'region': 'pain.', 'correct': 'yes', 'rt': 892, 'word': 'pain.'}]	filler	Filler_40	The intern comforted the patient because he was in great pain.	30
0	[{'region': 'The', 'correct': 'yes', 'rt': 415, 'word': 'The'}, {'region': 'mathematician', 'correct': 'yes', 'rt': 975, 'word': 'mathematician'}, {'region': 'at', 'correct': 'yes', 'rt': 725, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 455, 'word': 'the'}, {'region': 'banquet', 'correct': 'yes', 'rt': 923, 'word': 'banquet'}, {'region': 'baffled', 'correct': 'yes', 'rt': 1706, 'word': 'baffled'}, {'region': 'the', 'correct': 'yes', 'rt': 740, 'word': 'the'}, {'region': 'philosopher', 'correct': 'yes', 'rt': 1094, 'word': 'philosopher'}, {'region': 'although', 'correct': 'yes', 'rt': 1957, 'word': 'although'}, {'region': 'she', 'correct': 'yes', 'rt': 737, 'word': 'she'}, {'region': 'rarely', 'correct': 'yes', 'rt': 852, 'word': 'rarely'}, {'region': 'needed', 'correct': 'yes', 'rt': 768, 'word': 'needed'}, {'region': 'anyone', 'correct': 'yes', 'rt': 1143, 'word': 'anyone'}, {'region': "else's", 'correct': 'yes', 'rt': 1202, 'word': "else's"}, {'region': 'help.', 'correct': 'yes', 'rt': 896, 'word': 'help.'}]	filler	Filler_1	The mathematician at the banquet baffled the philosopher although she rarely needed anyone else's help.	32
0	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1046, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1605, 'word': 'contention'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 733, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 2480, 'word': 'sad'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 495, 'word': 'to'}, {'region': 'REGION_3_3', 'correct': 'yes', 'rt': 710, 'word': 'hear.'}]	condition_0	Critical_9	The contention was sad to hear.	35
0	[{'region': 'The', 'correct': 'yes', 'rt': 4176, 'word': 'The'}, {'region': 'therapist', 'correct': 'yes', 'rt': 2009, 'word': 'therapist'}, {'region': 'set', 'correct': 'yes', 'rt': 1067, 'word': 'set'}, {'region': 'up', 'correct': 'yes', 'rt': 1081, 'word': 'up'}, {'region': 'a', 'correct': 'yes', 'rt': 940, 'word': 'a'}, {'region': 'meeting', 'correct': 'yes', 'rt': 1450, 'word': 'meeting'}, {'region': 'with', 'correct': 'yes', 'rt': 780, 'word': 'with'}, {'region': 'the', 'correct': 'yes', 'rt': 766, 'word': 'the'}, {'region': 'upset', 'correct': 'yes', 'rt': 1761, 'word': 'upset'}, {'region': 'woman', 'correct': 'yes', 'rt': 884, 'word': 'woman'}, {'region': 'and', 'correct': 'yes', 'rt': 688, 'word': 'and'}, {'region': 'her', 'correct': 'yes', 'rt': 923, 'word': 'her'}, {'region': 'husband', 'correct': 'yes', 'rt': 919, 'word': 'husband'}, {'region': 'yesterday.', 'correct': 'yes', 'rt': 1468, 'word': 'yesterday.'}]	filler	Practice_3	The therapist set up a meeting with the upset woman and her husband yesterday.	4
0	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 469, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1248, 'word': 'declaration'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 550, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 540, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 985, 'word': 'student'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 765, 'word': 'was'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 1211, 'word': 'foolish'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1106, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 652, 'word': 'a'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 1185, 'word': 'malicious'}, {'region': 'REGION_3_3', 'correct': 'yes', 'rt': 1130, 'word': 'smear.'}]	condition_2	Critical_2	The declaration that the student was foolish was a malicious smear.	31
0	[{'region': 'The', 'correct': 'yes', 'rt': 867, 'word': 'The'}, {'region': 'semester', 'correct': 'yes', 'rt': 1470, 'word': 'semester'}, {'region': 'will', 'correct': 'yes', 'rt': 830, 'word': 'will'}, {'region': 'start', 'correct': 'yes', 'rt': 933, 'word': 'start'}, {'region': 'next', 'correct': 'yes', 'rt': 698, 'word': 'next'}, {'region': 'week,', 'correct': 'yes', 'rt': 842, 'word': 'week,'}, {'region': 'but', 'correct': 'yes', 'rt': 813, 'word': 'but'}, {'region': 'the', 'correct': 'yes', 'rt': 605, 'word': 'the'}, {'region': 'students', 'correct': 'yes', 'rt': 770, 'word': 'students'}, {'region': 'and', 'correct': 'yes', 'rt': 832, 'word': 'and'}, {'region': 'teachers', 'correct': 'yes', 'rt': 858, 'word': 'teachers'}, {'region': 'are', 'correct': 'yes', 'rt': 672, 'word': 'are'}, {'region': 'not', 'correct': 'yes', 'rt': 725, 'word': 'not'}, {'region': 'ready.', 'correct': 'yes', 'rt': 820, 'word': 'ready.'}]	filler	Practice_0	The semester will start next week, but the students and teachers are not ready.	5
0	[{'region': 'The', 'correct': 'yes', 'rt': 753, 'word': 'The'}, {'region': 'mother', 'correct': 'yes', 'rt': 755, 'word': 'mother'}, {'region': 'of', 'correct': 'yes', 'rt': 896, 'word': 'of'}, {'region': 'the', 'correct': 'yes', 'rt': 514, 'word': 'the'}, {'region': 'prisoner', 'correct': 'yes', 'rt': 991, 'word': 'prisoner'}, {'region': 'sent', 'correct': 'yes', 'rt': 925, 'word': 'sent'}, {'region': 'him', 'correct': 'yes', 'rt': 851, 'word': 'him'}, {'region': 'packages', 'correct': 'yes', 'rt': 816, 'word': 'packages'}, {'region': 'that', 'correct': 'yes', 'rt': 668, 'word': 'that'}, {'region': 'contained', 'correct': 'yes', 'rt': 802, 'word': 'contained'}, {'region': 'cookies', 'correct': 'yes', 'rt': 952, 'word': 'cookies'}, {'region': 'and', 'correct': 'yes', 'rt': 556, 'word': 'and'}, {'region': 'novels.', 'correct': 'yes', 'rt': 1671, 'word': 'novels.'}]	filler	Practice_1	The mother of the prisoner sent him packages that contained cookies and novels.	7
0	[{'region': 'The', 'correct': 'yes', 'rt': 477, 'word': 'The'}, {'region': 'bully', 'correct': 'yes', 'rt': 1256, 'word': 'bully'}, {'region': 'punched', 'correct': 'yes', 'rt': 790, 'word': 'punched'}, {'region': 'the', 'correct': 'yes', 'rt': 690, 'word': 'the'}, {'region': 'kid', 'correct': 'yes', 'rt': 828, 'word': 'kid'}, {'region': 'after', 'correct': 'yes', 'rt': 835, 'word': 'after'}, {'region': 'all', 'correct': 'yes', 'rt': 1437, 'word': 'all'}, {'region': 'the', 'correct': 'yes', 'rt': 758, 'word': 'the'}, {'region': 'kids', 'correct': 'yes', 'rt': 789, 'word': 'kids'}, {'region': 'had', 'correct': 'yes', 'rt': 778, 'word': 'had'}, {'region': 'to', 'correct': 'yes', 'rt': 868, 'word': 'to'}, {'region': 'leave', 'correct': 'yes', 'rt': 757, 'word': 'leave'}, {'region': 'to', 'correct': 'yes', 'rt': 764, 'word': 'to'}, {'region': 'go', 'correct': 'yes', 'rt': 731, 'word': 'go'}, {'region': 'to', 'correct': 'yes', 'rt': 744, 'word': 'to'}, {'region': 'class.', 'correct': 'yes', 'rt': 948, 'word': 'class.'}]	filler	Filler_12	The bully punched the kid after all the kids had to leave to go to class.	16
0	[{'region': 'The', 'correct': 'yes', 'rt': 473, 'word': 'The'}, {'region': 'prisoner', 'correct': 'yes', 'rt': 983, 'word': 'prisoner'}, {'region': 'who', 'correct': 'yes', 'rt': 625, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 596, 'word': 'the'}, {'region': 'guard', 'correct': 'yes', 'rt': 780, 'word': 'guard'}, {'region': 'attacked', 'correct': 'yes', 'rt': 759, 'word': 'attacked'}, {'region': 'tackled', 'correct': 'yes', 'rt': 2105, 'word': 'tackled'}, {'region': 'the', 'correct': 'yes', 'rt': 595, 'word': 'the'}, {'region': 'warden', 'correct': 'yes', 'rt': 777, 'word': 'warden'}, {'region': 'although', 'correct': 'yes', 'rt': 849, 'word': 'although'}, {'region': 'he', 'correct': 'yes', 'rt': 750, 'word': 'he'}, {'region': 'had', 'correct': 'yes', 'rt': 783, 'word': 'had'}, {'region': 'no', 'correct': 'yes', 'rt': 681, 'word': 'no'}, {'region': 'intention', 'correct': 'yes', 'rt': 964, 'word': 'intention'}, {'region': 'of', 'correct': 'yes', 'rt': 565, 'word': 'of'}, {'region': 'trying', 'correct': 'yes', 'rt': 678, 'word': 'trying'}, {'region': 'to', 'correct': 'yes', 'rt': 976, 'word': 'to'}, {'region': 'escape.', 'correct': 'yes', 'rt': 765, 'word': 'escape.'}]	filler	Filler_44	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	41
0	[{'region': 'The', 'correct': 'yes', 'rt': 543, 'word': 'The'}, {'region': 'hippies', 'correct': 'yes', 'rt': 4734, 'word': 'hippies'}, {'region': 'who', 'correct': 'yes', 'rt': 580, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 682, 'word': 'the'}, {'region': 'police', 'correct': 'yes', 'rt': 759, 'word': 'police'}, {'region': 'at', 'correct': 'yes', 'rt': 826, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 652, 'word': 'the'}, {'region': 'concert', 'correct': 'yes', 'rt': 807, 'word': 'concert'}, {'region': 'arrested', 'correct': 'yes', 'rt': 702, 'word': 'arrested'}, {'region': 'complained', 'correct': 'yes', 'rt': 1014, 'word': 'complained'}, {'region': 'to', 'correct': 'yes', 'rt': 657, 'word': 'to'}, {'region': 'the', 'correct': 'yes', 'rt': 575, 'word': 'the'}, {'region': 'officials', 'correct': 'yes', 'rt': 1067, 'word': 'officials'}, {'region': 'while', 'correct': 'yes', 'rt': 774, 'word': 'while'}, {'region': 'the', 'correct': 'yes', 'rt': 638, 'word': 'the'}, {'region': 'last', 'correct': 'yes', 'rt': 1068, 'word': 'last'}, {'region': 'act', 'correct': 'yes', 'rt': 1747, 'word': 'act'}, {'region': 'was', 'correct': 'yes', 'rt': 695, 'word': 'was'}, {'region': 'going', 'correct': 'yes', 'rt': 1109, 'word': 'going'}, {'region': 'on', 'correct': 'yes', 'rt': 971, 'word': 'on'}, {'region': 'stage.', 'correct': 'yes', 'rt': 827, 'word': 'stage.'}]	filler	Filler_23	The hippies who the police at the concert arrested complained to the officials while the last act was going on stage.	42
0	[{'region': 'The', 'correct': 'yes', 'rt': 388, 'word': 'The'}, {'region': 'private', 'correct': 'yes', 'rt': 1050, 'word': 'private'}, {'region': 'tutor', 'correct': 'yes', 'rt': 852, 'word': 'tutor'}, {'region': 'explained', 'correct': 'yes', 'rt': 1458, 'word': 'explained'}, {'region': 'the', 'correct': 'yes', 'rt': 632, 'word': 'the'}, {'region': 'assignment', 'correct': 'yes', 'rt': 862, 'word': 'assignment'}, {'region': 'carefully.', 'correct': 'yes', 'rt': 871, 'word': 'carefully.'}]	filler	Filler_20	The private tutor explained the assignment carefully.	47
0	[{'region': 'The', 'correct': 'yes', 'rt': 411, 'word': 'The'}, {'region': 'cook', 'correct': 'yes', 'rt': 725, 'word': 'cook'}, {'region': 'who', 'correct': 'yes', 'rt': 592, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 650, 'word': 'the'}, {'region': 'servant', 'correct': 'yes', 'rt': 806, 'word': 'servant'}, {'region': 'in', 'correct': 'yes', 'rt': 841, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 812, 'word': 'the'}, {'region': 'kitchen', 'correct': 'yes', 'rt': 576, 'word': 'kitchen'}, {'region': 'hired', 'correct': 'yes', 'rt': 676, 'word': 'hired'}, {'region': 'offended', 'correct': 'yes', 'rt': 1372, 'word': 'offended'}, {'region': 'the', 'correct': 'yes', 'rt': 608, 'word': 'the'}, {'region': 'butler', 'correct': 'yes', 'rt': 787, 'word': 'butler'}, {'region': 'and', 'correct': 'yes', 'rt': 546, 'word': 'and'}, {'region': 'then', 'correct': 'yes', 'rt': 598, 'word': 'then'}, {'region': 'left', 'correct': 'yes', 'rt': 1206, 'word': 'left'}, {'region': 'the', 'correct': 'yes', 'rt': 768, 'word': 'the'}, {'region': 'mansion', 'correct': 'yes', 'rt': 785, 'word': 'mansion'}, {'region': 'early', 'correct': 'yes', 'rt': 1025, 'word': 'early'}, {'region': 'to', 'correct': 'yes', 'rt': 660, 'word': 'to'}, {'region': 'see', 'correct': 'yes', 'rt': 747, 'word': 'see'}, {'region': 'a', 'correct': 'yes', 'rt': 600, 'word': 'a'}, {'region': 'movie', 'correct': 'yes', 'rt': 819, 'word': 'movie'}, {'region': 'at', 'correct': 'yes', 'rt': 1044, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 581, 'word': 'the'}, {'region': 'local', 'correct': 'yes', 'rt': 993, 'word': 'local'}, {'region': 'theater.', 'correct': 'yes', 'rt': 762, 'word': 'theater.'}]	filler	Filler_55	The cook who the servant in the kitchen hired offended the butler and then left the mansion early to see a movie at the local theater.	49
